Curso,Professor,Projeto,Resumo
Engenharia de Computação (Bacharelado),LUCIANO VOLCAN AGOSTINI,Soluções Eficientes para Codificadores de Vídeo Usando Hardware Dedicado e Aprendizado de Máquina ,"Esse projeto tem como objetivo científico principal gerar contribuições para a área de codificação de vídeos em duas linhas de atuação principais: (i) geração de algoritmos otimizados usando aprendizado de máquina visando reduzir o tempo de execução e manter a eficiência de codificação dos codificadores AV1 e VVC e (ii) projeto de hardware de elevada taxa de processamento e baixo consumo energético para os codificadores e decodificadores do AV1 e VVC. Em ambos os casos, serão selecionadas para investigação as ferramentas de codificação com maiores oportunidades para a geração de contribuições inovadoras.

Além deste objetivo científico, também é objetivo geral deste projeto contribuir para consolidar o Programa de Pós-Graduação em Computação (PPGC) da UFPel e, também, fortalecer a pesquisa nas áreas de microeletrônica e codificação de vídeos na UFPel e na região sul do Rio Grande do Sul. 
"
Engenharia de Computação (Bacharelado),LUCIANO VOLCAN AGOSTINI,Algorithms and Architectures for Light Fields Coding,"MAIN GOAL: The main technical goal of this project is to develop algorithms and dedicated hardware architectures for light-fields coding. Novel coding algorithms will be proposed targeting prediction step and residual coding step within the light field codec considering the impact in terms of complexity and memory pressure. Based on the proposed algorithms, novel hardware architectures will be designed including the processing units and memory hierarchies. The specific goals associated to the main technical goals are detailed in the following. 

SPECIFIC GOALS:
The first specific objective of this project is the construction of a survey article about the published solutions for light-field coding in the literature, considering a wide exploration of related works. This survey will be a key reference for the planned activities.  
The development of MV-HEVC-based algorithms for prediction and transform is another specific objective of this project. The main idea is to provide a fast solution for light-field coding, developing a modified version of the HTM reference software (ISO/IEC, 2016a) with support for light-field images and video coding, as an “extension” of the MV-HEVC standard, keeping the MV-HEVC coding structure and using many of the already implemented coding tools. Moreover, many characteristics of light-field images, considering videos captured by cameras with microlens array, will be explored, as intra self-similarity (inter microlens) and the redundancy exploration inside the microlens. The MV-HEVC tools for inter or disparity prediction could be used to explore the inter-microlens similarity, as well as conventional intra prediction techniques could be used to handle intra-microlens redundancies. 
Another specific objective of this project is the development of new codec algorithms for light-field image and video coding. The idea of this effort is to develop optimized solutions for light-field coding with no concern about previous coding standards, providing complete new reference encoder implementations. We intend to develop specific new algorithms for light-field coding based, for example, in non-block based coding (TAUBMAN, 2002), EPI-based coding (Epipolar-Plane Image) (BRITES, 2015), EPI-hypercubes based coding (BRITES, 2015), Graph and N-D transforms (COHEN, 2016), and others, exploiting the characteristics of the light-field images.
This project also intents the development of dedicated hardware architectures for the developed algorithms. The focus is to provide energy-efficient dedicated hardware designs for real-time coding of high definition light-field images and videos. The developed hardware designs will be first evaluated in FPGA prototyping boards for validation and initial results of hardware resources utilization and performance. The development of a demonstration running at the FPGA board is also an objective of this project, where the most prominent solution designed in hardware will be used for promoting the project main results. The ASIC implementation of the developed designs are also planned, considering the use of standard cells libraries. The ASIC synthesis flow will provide more precise and reliable results for in-chip area and energy consumption of the developed designs.
The publication of the achieved results in relevant international and national conferences and journals is also a specific objective of this project. We are also planning at least one patent deposit with the most relevant proposed solution. Finally, a proposal for standardization body is also an important specific objective for this project.
"
Engenharia de Computação (Bacharelado),LUCIANO VOLCAN AGOSTINI,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Otimizações Algorítmicas e Projeto de Hardware Dedicado para a Compressão de Vídeo em Dispositivos Móveis ,"Este projeto tem como objetivo principal o desenvolvimento de algoritmos otimizados e de arquiteturas de hardware dedicadas de alto desempenho e de baixo consumo para a codificação de vídeo digital de ultra alta resolução em tempo real em dispositivos móveis, com foco nos novos codificadores de vídeo AV1 e VVC.  Devido à crescente demanda pelo processamento de vídeo de alta resolução em dispositivos móveis, seja para captação, armazenamento, transmissão ou reprodução em tempo real, o cenário atual proporciona amplo espaço de trabalho para pesquisas nesta área, onde as contribuições científicas podem ser aplicadas às novas gerações de dispositivos móveis comerciais que deverão possuir suporte a estes codificadores. 
Este trabalho investigará as principais inovações e as etapas críticas do processo de codificação dos codificadores AV1 e VVC (Versatile Video Coding), para o projeto eficiente de hardware de alto desempenho e baixo consumo para atender às demandas do projeto voltado à aplicação em dispositivos móveis. O projeto eficiente de hardware para a codificação de vídeo requer a aplicação de otimizações e simplificações em diferentes níveis, desde a aplicação até o projeto arquitetural e físico. Neste trabalho, novos algoritmos e otimizações/simplificações dos algoritmos existentes nos codificadores AV1 e VVC serão propostas, sempre com foco na obtenção de algoritmos mais eficientes para a implementação em hardware. Além disso, o projeto arquitetural também explorará diversas técnicas para o projeto de circuitos VLSI de baixa potência."
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Codificação de Vídeo de Baixo Custo Computacional Auxiliada por Aprendizado de Máquina,"O objetivo principal deste projeto consiste no desenvolvimento de soluções inovadoras para a redução do custo computacional dos codificadores de vídeo estado-da-arte VVC e AV1 e de transcodificadores de vídeo que envolvem os novos formatos e seus antecessores HEVC e VP9, respectivamente. As estratégias propostas serão focadas em otimizações algorítmicas baseadas em modelos computacionais construídos através de técnicas de aprendizado de máquina. As soluções deverão se concentrar nas etapas mais custosas dos processos de codificação, sempre buscando minimizar o custo computacional sem causar perdas significativas na eficiência de codificação. "
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Exploração de Computação Aproximada e Armazenamento Aproximado para Sistemas de Codificação de Vídeo Energeticamente Eficientes," principal objetivo deste projeto é gerar contribuições científicas para a redução do consumo de energia em sistemas de codificação de vídeo considerando duas abordagens principais: (1) utilização de computação aproximada no desenvolvimento algoritmos e arquiteturas de hardware dedicadas para as principais etapas presentes em codificadores de vídeo modernos; e (2) utilização de armazenamento aproximado no projeto de memórias dedicadas para sistemas de codificação de vídeos. Além de serem energeticamente eficientes, as soluções desenvolvidas neste projeto não devem comprometer a alta eficiência de codificação proporcionada por codificadores de vídeos atuais, ou seja, baixa taxa de bits e alta qualidade visual.
Outro objetivo deste projeto é na linha de formação de recursos humanos capacitados para realizar pesquisa e desenvolver soluções para a redução do consumo de energia em sistemas de codificação de vídeo. Alunos de iniciação científica, mestrado e doutorado irão participar no desenvolvimento das diversas etapas propostas neste projeto. Nesse sentido, trabalhos de conclusão de curso, dissertações de mestrado e teses de doutorado serão focadas nos objetivos deste projeto.
Finalmente, o projeto também tem como objetivo aumentar a qualidade da pesquisa que é realizada nas áreas de microeletrônica e codificação de vídeo nos grupos de pesquisa Video Technology Research Group (ViTech) e Grupo de Arquiteturas e Circuitos Integrados (GACI) da UFPel. Além disso, contribuir com a pesquisa realizada no Centro de Engenharias e no Programa de Pós-Graduação em Computação (PPGC) da UFPel, da qual este coordenador é membro permanente."
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Soluções Eficientes para Codificadores de Vídeo Usando Hardware Dedicado e Aprendizado de Máquina ,"Esse projeto tem como objetivo científico principal gerar contribuições para a área de codificação de vídeos em duas linhas de atuação principais: (i) geração de algoritmos otimizados usando aprendizado de máquina visando reduzir o tempo de execução e manter a eficiência de codificação dos codificadores AV1 e VVC e (ii) projeto de hardware de elevada taxa de processamento e baixo consumo energético para os codificadores e decodificadores do AV1 e VVC. Em ambos os casos, serão selecionadas para investigação as ferramentas de codificação com maiores oportunidades para a geração de contribuições inovadoras.

Além deste objetivo científico, também é objetivo geral deste projeto contribuir para consolidar o Programa de Pós-Graduação em Computação (PPGC) da UFPel e, também, fortalecer a pesquisa nas áreas de microeletrônica e codificação de vídeos na UFPel e na região sul do Rio Grande do Sul. 
"
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Algorithms and Architectures for Light Fields Coding,"MAIN GOAL: The main technical goal of this project is to develop algorithms and dedicated hardware architectures for light-fields coding. Novel coding algorithms will be proposed targeting prediction step and residual coding step within the light field codec considering the impact in terms of complexity and memory pressure. Based on the proposed algorithms, novel hardware architectures will be designed including the processing units and memory hierarchies. The specific goals associated to the main technical goals are detailed in the following. 

SPECIFIC GOALS:
The first specific objective of this project is the construction of a survey article about the published solutions for light-field coding in the literature, considering a wide exploration of related works. This survey will be a key reference for the planned activities.  
The development of MV-HEVC-based algorithms for prediction and transform is another specific objective of this project. The main idea is to provide a fast solution for light-field coding, developing a modified version of the HTM reference software (ISO/IEC, 2016a) with support for light-field images and video coding, as an “extension” of the MV-HEVC standard, keeping the MV-HEVC coding structure and using many of the already implemented coding tools. Moreover, many characteristics of light-field images, considering videos captured by cameras with microlens array, will be explored, as intra self-similarity (inter microlens) and the redundancy exploration inside the microlens. The MV-HEVC tools for inter or disparity prediction could be used to explore the inter-microlens similarity, as well as conventional intra prediction techniques could be used to handle intra-microlens redundancies. 
Another specific objective of this project is the development of new codec algorithms for light-field image and video coding. The idea of this effort is to develop optimized solutions for light-field coding with no concern about previous coding standards, providing complete new reference encoder implementations. We intend to develop specific new algorithms for light-field coding based, for example, in non-block based coding (TAUBMAN, 2002), EPI-based coding (Epipolar-Plane Image) (BRITES, 2015), EPI-hypercubes based coding (BRITES, 2015), Graph and N-D transforms (COHEN, 2016), and others, exploiting the characteristics of the light-field images.
This project also intents the development of dedicated hardware architectures for the developed algorithms. The focus is to provide energy-efficient dedicated hardware designs for real-time coding of high definition light-field images and videos. The developed hardware designs will be first evaluated in FPGA prototyping boards for validation and initial results of hardware resources utilization and performance. The development of a demonstration running at the FPGA board is also an objective of this project, where the most prominent solution designed in hardware will be used for promoting the project main results. The ASIC implementation of the developed designs are also planned, considering the use of standard cells libraries. The ASIC synthesis flow will provide more precise and reliable results for in-chip area and energy consumption of the developed designs.
The publication of the achieved results in relevant international and national conferences and journals is also a specific objective of this project. We are also planning at least one patent deposit with the most relevant proposed solution. Finally, a proposal for standardization body is also an important specific objective for this project.
"
Engenharia de Computação (Bacharelado),MARCELO SCHIAVON PORTO,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Desenvolvimento de inovações tecnológicas e cultivares das plantas cultivadas com potencial de produção de sementes de alto vigor,"Estudar novas tecnologias e desenvolver cultivares das plantas cultivadas em diferentes microambientes e seus manejos fitotécnicos, agregando informações referentes ao posicionamento de cultivares, ao desenvolvimento de cultivares, ao crescimento e rendimento de sementes de alta qualidade, com vista na obtenção e indicação dos melhores genótipos para cada ambiente de cultivo, visando à diversificação dos sistemas de produção."
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Tecnologias para Jogos Digitais,Pesquisar técnicas de geração de conteúdo para jogos digitais que minimizem o trabalho manual e maximizem a produtividade 
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Desenvolvimento de soluções educacionais utilizando hardware e software,"O objetivo geral deste projeto é desenvolver e implementar soluções educacionais inovadoras baseadas em hardware, destinadas tanto ao ensino básico quanto ao ensino superior, com o propósito de favorecer e potencializar os processos de ensino e aprendizagem.

Com foco no Ensino Fundamental I, particularmente na fase de alfabetização, o projeto visa à criação de ferramentas interativas que estimulem o desenvolvimento da leitura, escrita e raciocínio lógico-matemático, promovendo uma aprendizagem mais lúdica, significativa e efetiva.

No âmbito do ensino superior, o projeto tem como meta o desenvolvimento de soluções para o ensino e aprendizagem do CAD (Computer Aided Design), facilitando a manipulação, interpretação e criação de desenhos técnicos em plataformas digitais. A finalidade é permitir aos estudantes uma experiência prática e interativa, contribuindo para a formação de profissionais capacitados para atender às demandas contemporâneas da indústria e do setor de tecnologia."
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,MIPWise: ‘Inteligência Artificial das Coisas’ Aplicada ao Manejo Integrado de Pragas,"O objetivo é estabelecer uma área para testes e validação de tecnologias da agricultura 4.0, tendo como estudo de caso o aprimoramento e avaliação de um sistema integrado de sensores para coleta de dados e tomada de decisão para manejo integrado de pragas de uma startup de base tecnológica. A longo prazo, o objetivo é tornar a área experimental um catalisador para o desenvolvimento social e tecnológico deste segmento da agricultura na região Sul do RS, influenciando na tendência da adoção de novas tecnologias no campo para aumento de produtividade e de forma sustentável, a partir de um ferramental tecnológico que possa ser replicado para outras culturas e regiões agrícolas.

Objetivos Específicos:
1. Estruturar uma área de testes em campo (Fazenda da Palma da UFPel) para desenvolver, testar e validar soluções digitais aplicadas a cultivos agrícolas;
2. Validar um conjunto de tecnologias da Partamon para monitoramento de pragas, compreendendo os protótipos das armadilhas e estações meteorológicas para microclimas, já desenvolvidos, e o modelo preditivo de infestação de pragas em um ambiente natural. Uma vez validada a solução, será possível escalar a sua produção e melhorar/desenvolver sua produção de maneira assertiva e com dados de resultados comprovados.
3. Caracterizar o canal de propagação da última milha em que o sistema está inserido.
4. Desenvolver modelos preditivos para propagação de sinais baseados em dados topográficos de terrenos e imagens capturadas por drones e/ou satélites.
5. Estudar a topologia de rede mais adequada ao sistema de comunicação de Redes de Sensores Sem Fio (RSSF) que será implantada para a validação das tecnologias.
6. Aprimorar as tecnologias empregadas nos dispositivos sensores (armadilha e estações para monitorar variáveis climáticas) com o intuito de melhorar a eficiência energética e garantir conectividade em uma rede de dados de baixo custo.
7. Avaliar técnicas de visão computacional para identificação de plantas com sintomas de doenças e ataque de insetos via imagens aéreas capturadas por VANTs (drones).

"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Brazilian Diabetic Retinopathy Image Dataset (BDR-ID): Um banco de imagens de fundo do olho para pesquisa em segmentação e detecção de lesões associada à retinopatia diabética,Propor a criação de um novo conjunto de dados de imagens da retina para a realização de pesquisas em segmentação e detecção de lesões associadas à RD por meio de redes neurais profundas. 
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,"O objetivo primário deste estudo é investigar a eficácia do uso do ChatGPT, um Modelo de Linguagem de Grande Escala, como um par de programação, na promoção da aprendizagem de programação de alunos iniciantes em cursos de ciências da computação. Em particular, o estudo pretende avaliar se a interação com o ChatGPT pode melhorar a compreensão dos alunos sobre os conceitos de programação, aumentar sua capacidade de resolução de problemas de programação, e melhorar sua percepção da atividade de programação. A intenção é fornecer insights valiosos que possam informar práticas pedagógicas inovadoras na educação em programação, bem como contribuir para a literatura de pesquisa existente sobre a aplicação de inteligência artificial na educação.
"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Sistemas Ciber-Físicos Inteligentes para o Manejo Integrado de Pragas,"1	Desenvolver e experimentar um sistema de monitoramento de pragas baseado em armadilhas inteligentes capazes de:

1.1	Atuar de forma autônoma, reduzindo significativamente a necessidade de intervenção humana;

1.2	Aumentar a resolução temporal de dados de monitoramento, permitindo o levantamento sincronizado de informações; e

1.3	Tornar disponível em tempo real tais informações para os tomadores de decisão.

2	Desenvolver e experimentar um sistema de aplicação aérea de agentes de controle biológicos baseado em veículos aéreos não tripulados capaz de atuar de forma autônoma, cobrindo a área de interesse de forma mais eficiente possível.
"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,"SACCI Pelotas: Rede de Saberes Articulando Ciências, Criatividade e Imaginação","Este projeto tem como objetivo geral integrar a metodologia do Pensamento Computacional no desenvolvimento de habilidades relacionadas a área de ciências, com o propósito de aperfeiçoar e inovar as metodologias de ensino dessa área no ensino Fundamental. "
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,ExpPC Explorando o Pensamento Computacional para a Qualificação do Ensino Fundamental,"Este projeto tem como objetivo geral sensibilizar a rede de ensino para a relevância do ensino dos fundamentos da Ciência da Computação desde a Educação Fundamental. São objetivos específicos:
 - Introduzir alunos e professores do Ensino Fundamental ao processo de solução de problemas denominado Pensamento Computacional;
- Criar oficinas completas para o desenvolvimento de habilidades e a promoção de atitudes essenciais do PC;
- Propor uma metodologia adequada para o desenvolvimento do Pensamento Computacional em escolas do Ensino Fundamental da cidade de Pelotas, considerando as particularidades da rede de ensino municipal e a realidade dos estudantes;
- Qualificar a formação dos estudantes de graduação e pós-graduação envolvidos no projeto;
- Integrar a comunidade e a universidade."
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Centro de Inovação em Inteligência Artificial - Fase 1,"Este projeto tem como objetivo principal desenvolver competências em Inteligência Artificial em empresas do Rio Grande do Sul, com foco na metade sul do Estado. Em específico:

- Identificar oportunidades de uso de técnicas de Inteligência Artificial em processos, produtos ou serviços de empresas consolidadas de diferentes ramos econômicos;
- Identificar requisitos e obstáculos para implantação de projetos de IA nas empresas e propor maneiras de atendê-los e solucioná-los.
- Capacitar empresários, engenheiros, técnicos e outros profissionais a pensarem em soluções baseadas em Inteligência Artificial e compreenderem limitações e aspectos éticos;
- Capacitar estudantes para atuarem no desenvolvimento de soluções de Inteligência Artificial em empresas consolidadas ou empreendimentos próprios, de forma crítica e ética;
"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Desenvolvimento de Ações que visam aproximar os cursos do CDTec das escolas de ensino médio de  Pelotas,O presente projeto tem como objetivo geral desenvolver atividades que visam aproximar e divulgar os cursos do Centro de Desenvolvimento Tecnológico para alunos do ensino médio das escolas de Pelotas.
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),MARILTON SANCHOTENE DE AGUIAR,Projeto de Permanência e Qualidade Acadêmica dos Cursos de Computação,"O projeto tem por objetivo a melhoria da qualidade do ensino e dos indicadores acadêmicos dos cursos de Computação da UFPEL através do desenvolvimento de ações de combate à retenção e à evasão por meio do aprimoramento das práticas pedagógicas, da modernização dos programas dos cursos, da concentração das ofertas de disciplina e da realização de eventos sociais para integração da comunidade discente."
Engenharia de Computação (Bacharelado),PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,"O objetivo primário deste estudo é investigar a eficácia do uso do ChatGPT, um Modelo de Linguagem de Grande Escala, como um par de programação, na promoção da aprendizagem de programação de alunos iniciantes em cursos de ciências da computação. Em particular, o estudo pretende avaliar se a interação com o ChatGPT pode melhorar a compreensão dos alunos sobre os conceitos de programação, aumentar sua capacidade de resolução de problemas de programação, e melhorar sua percepção da atividade de programação. A intenção é fornecer insights valiosos que possam informar práticas pedagógicas inovadoras na educação em programação, bem como contribuir para a literatura de pesquisa existente sobre a aplicação de inteligência artificial na educação.
"
Engenharia de Computação (Bacharelado),PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”","Gerar mudanças de conduta nos usuários, por intermédio de sistemas implementados de gamificação, levando a uma consciência mais sustentável em relação a utilização e interação com o ambiente construído

Objetivos específicos:
● Nivelamento das diferentes equipes de modo que cada uma delas saiba exatamente identificar suas metas e resultados na interação às demais e à integração do projeto;
● Adequação das metodologias de gamificação e estratégias de engajamento do usuário;
● Desenvolver o protótipo a partir da experiência do usuário;
● Desenvolver o software, interface com usuário (front end) e sistemas (back end);
● Validar o protótipo em laboratório;
● Aplicar os produtos anteriores em uma edificação pública de ensino superior para avaliação da metodologia de gamificação na eficiência energética;
● Avaliação de resultados e propor aprimoramento do sistema."
Engenharia de Computação (Bacharelado),PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social ,"Desenvolver um conjunto de ações afirmativas que envolvam tecnologias digitais como forma de resolver problemas do mundo real e potencializar as capacidades de jovens e idosos para inovação social.
Desenvolver um conjunto de atividades que promovam as transformações nos eixos de ensino, pesquisa e extensão enfatizando o potencial criativo e transformador dessa integração. 

Promover dinâmicas integrativas, se possível intergeracionais, que envolvam participantes do projeto e a comunidade em geral através da organização de  ciclos de debates não técnicos (como a leitura)  .

Promover discussão sobre o desenvolvimento tecnológico e seus impactos sociais, econômicos e educacionais no contexto do público-alvo envolvido.

Promover a descoberta científica através do olhar da Ciência aplicada e interdisciplinar através do diálogo e da colaboração com a comunidade não acadêmica.

"
Engenharia de Computação (Bacharelado),Rafael Burlamaqui Amaral,Desenvolvimento de um ambiente para a simulação de Sistemas Operacionais com o propósito de uso educacional - Fase 2,"De forma geral, o projeto propõe: 
- Validar a modelagem de classes desenvolvida na fase anterior, assegurando sua robustez e capacidade de expansão.
- Validar o ambiente de simulação de Sistema Operacional desenvolvido anteriormente, garantindo seu funcionamento correto e eficiente.
- Modelar e implementar a capacidade de simular diferentes políticas de escalonamento de processos, proporcionando maior flexibilidade e realismo ao simulador.
- Desenvolver um conjunto de classes para gerenciar a memória utilizada pelos processos, aprimorando a precisão e a funcionalidade do simulador."
Engenharia de Computação (Bacharelado),Rafael Burlamaqui Amaral,Construção de uma Nuvem IaaS para Uso Acadêmico,"O objetivo geral deste projeto é construir um ambiente de Nuvem IaaS (Infraestrutura como Serviço) voltada para uso acadêmico. A plataforma fornecerá recursos de infraestrutura virtualizados, como servidores virtuais, redes e armazenamento, para atender às necessidades de processamento dos estudantes dos diversos cursos de Computação de nossa Instituição."
Engenharia de Computação (Bacharelado),Rafael Burlamaqui Amaral,UFPel convida: uma jornada pela educação superior,"O principal objetivo da Mostra de Cursos e do Mundo UFPel é promover a visibilidade e divulgação dos cursos de graduação oferecidos pela UFPel, tanto para a comunidade acadêmica quanto para as escolas de Ensino Médio da região. Apresentando e divulgando os Cursos de Graduação da UFPel junto à comunidade e Escolas de Ensino Médio espera-se que um número de interessados nos cursos participem dos processos seletivos e matriculem-se junto à Instituição de ensino. Além disso, almeja-se consolidar um espaço permanente e anual de divulgação dos Cursos de Graduação da UFPel. Tanto a Mostra de Cursos como o Mundo UFPel buscam estabelecer-se como evento anual que serve como espaço contínuo de divulgação dos cursos da universidade, contribuindo para a promoção da educação superior.
"
Engenharia de Computação (Bacharelado),Rafael Burlamaqui Amaral,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),Rafael Burlamaqui Amaral,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social ,"Desenvolver um conjunto de ações afirmativas que envolvam tecnologias digitais como forma de resolver problemas do mundo real e potencializar as capacidades de jovens e idosos para inovação social.
Desenvolver um conjunto de atividades que promovam as transformações nos eixos de ensino, pesquisa e extensão enfatizando o potencial criativo e transformador dessa integração. 

Promover dinâmicas integrativas, se possível intergeracionais, que envolvam participantes do projeto e a comunidade em geral através da organização de  ciclos de debates não técnicos (como a leitura)  .

Promover discussão sobre o desenvolvimento tecnológico e seus impactos sociais, econômicos e educacionais no contexto do público-alvo envolvido.

Promover a descoberta científica através do olhar da Ciência aplicada e interdisciplinar através do diálogo e da colaboração com a comunidade não acadêmica.

"
Engenharia de Computação (Bacharelado),RAFAEL IANKOWSKI SOARES,Exploração de Técnicas de Proteção e Compressão de Sinais usando Circuitos VLSI Dedicados e Eficientes Energeticamente,"O objetivo principal deste projeto é buscar soluções eficientes energeticamente  por meio do projeto de circuitos integrados VLSI dedicados para computar os três tarefas importantes para o suporte da assistência médica inteligente: (i) inserção e extração de marca d’água, (ii) encriptação e (iii) compressão de imagens de alta resolução. Como tais tarefas são computacionalmente intensivas e estão fortemente baseadas em operações matemáticas envolvendo transformadas de diferentes tipos, este trabalho investiga também a exploração do espaço de projeto para uso da computação aproximada a fim de encontrar soluções com melhor custo-benefício entre desempenho, área, consumo energético e erros. Com a execução do projeto espera-se também contribuir com a formação de mão-de-obra qualificada para o projeto de circuitos integrados a fim de suprir a região e o país com profissionais qualificados.

Para atingir tais objetivos principais, alguns objetivos específicos são estabelecidos:

Revisar a literatura para encontrar lacunas no estado da arte de soluções aos três eixos do projeto.
Propor soluções alternativas às tarefas abordadas nos três eixos de projeto buscando garantir os requisitos de segurança exigidos pela literatura.
Projetar soluções em hardware usando circuitos VLSI dedicados.
Explorar o espaço de projeto para as soluções encontradas nos três eixos desta proposta usando estratégias de computação aproximada de modo a encontrar o melhor custo-benefício em termos energéticos e precisão satisfatórios para imagens médicas de alta resolução.
"
Engenharia de Computação (Bacharelado),RAFAEL IANKOWSKI SOARES,Brazilian Diabetic Retinopathy Image Dataset (BDR-ID): Um banco de imagens de fundo do olho para pesquisa em segmentação e detecção de lesões associada à retinopatia diabética,Propor a criação de um novo conjunto de dados de imagens da retina para a realização de pesquisas em segmentação e detecção de lesões associadas à RD por meio de redes neurais profundas. 
Engenharia de Computação (Bacharelado),RAFAEL IANKOWSKI SOARES,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),RAFAEL PICCIN TORCHELSEN,Tecnologias para Jogos Digitais,Pesquisar técnicas de geração de conteúdo para jogos digitais que minimizem o trabalho manual e maximizem a produtividade 
Engenharia de Computação (Bacharelado),RAFAEL PICCIN TORCHELSEN,Simulação virtual para treinamento médico em procedimentos invasivos,Avançar o estado da arte em técnicas de computação gráfica utilizadas em simuladores cirúrgicos
Engenharia de Computação (Bacharelado),RAFAEL PICCIN TORCHELSEN,Programa de Monitoria da UFPEL,"O Programa de Monitoria da UFPEL objetiva proporcionar ações contínuas e efetivas que contribuam no combate à reprovação, à retenção e à evasão nos cursos de graduação da UFPEL, mediante atuação direta do monitor no apoio ao desenvolvimento dos componentes curriculares.


"
Engenharia de Computação (Bacharelado),RAFAEL PICCIN TORCHELSEN,Bora Programar,O objetivo geral do projeto é alavancar o ensino de programação de computadores a partir de encontros síncronos em um formato mais atrativo e informal em plataformas/redes sociais alternativas. O público alvo é toda a comunidade da UFPEL interessada em programação de Computadores em especial os 3 cursos de Computação.
Engenharia de Computação (Bacharelado),RENATA HAX SANDER REISER,Propostas Metodológicas para a Introdução do Raciocínio Computacional na Educação,"O projeto tem por objetivo geral propor metodologias de desenvolvimento e de avaliação para consolidação do Raciocínio Computacional (ou Pensamento Computacional, PC) no âmbito da educação.
São objetivos específicos: explorar a Gramática de Grafos, uma linguagem visual e formal, para representação e automatização de soluções na Educação, como forma de promover o PC; desenvolver propostas metodológicas para a consolidação e avaliação do desenvolvimento do PC no nível da Educação Básica; despertar a vocação científica e incentivar talentos para a área de computação; disponibilizar todos os resultados obtidos para a comunidade científica e escolar."
